"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving"
"2333","Sevilla","La Liga","Kasper Dolberg","DEN","FW",13,7,21,7,9,12,22,7,18,18,22,10,10,7,8,8,15,18,28,17,22,7,29
"2334","Sevilla","La Liga","Youssef En-Nesyri","MAR","FW",63,36,47,27,36,61,94,36,60,37,8,76,93,29,28,27,51,30,87,88,54,37,71
"2335","Sevilla","La Liga","Fernando","BRA","MF,DF",60,66,80,77,72,48,22,66,26,32,80,22,16,65,55,52,29,60,28,46,62,67,34
"2336","Sevilla","La Liga","Papu Gómez","ARG","MF,FW",41,46,29,35,50,68,60,46,73,70,38,73,48,53,61,58,71,83,69,60,65,54,67
"2337","Sevilla","La Liga","Nemanja Gudelj","SRB","DF,MF",92,92,94,94,91,54,50,92,22,26,65,29,74,90,90,94,69,85,28,46,22,92,24
"2338","Sevilla","La Liga","Pape Gueye","SEN","MF",44,48,51,51,59,49,53,48,56,66,80,50,26,47,45,43,37,52,52,58,54,47,47
"2339","Sevilla","La Liga","Isco","ESP","MF,FW",35,40,30,36,47,55,53,40,68,63,29,60,27,45,48,45,51,69,42,61,81,46,54
"2340","Sevilla","La Liga","Adnan Januzaj","BEL","FW",4,5,6,3,6,11,10,5,34,37,65,36,40,5,7,4,6,13,28,9,16,5,24
"2341","Sevilla","La Liga","Joan Jordán","ESP","MF",61,74,57,66,84,66,30,74,39,42,65,42,46,73,58,54,37,64,28,52,38,81,44
"2342","Sevilla","La Liga","Érik Lamela","ARG","FW,MF",65,64,16,43,58,92,95,64,92,90,39,93,63,68,75,73,92,93,95,90,97,71,93
"2343","Sevilla","La Liga","Marcão","BRA","DF",20,23,54,49,27,5,6,23,8,18,100,10,10,24,26,29,11,7,28,32,8,26,5
"2344","Sevilla","La Liga","Rafa Mir","ESP","FW",48,31,34,23,31,57,87,31,47,7,7,70,95,27,25,24,44,30,75,60,59,33,61
"2345","Sevilla","La Liga","Gonzalo Montiel","ARG","DF",58,66,71,70,64,75,69,66,60,60,44,68,76,61,60,68,74,75,69,65,54,61,77
"2346","Sevilla","La Liga","Jesús Navas","ESP","DF,FW",70,82,71,74,70,95,65,82,59,63,65,50,22,81,80,77,82,81,80,50,57,82,96
"2347","Sevilla","La Liga","Tanguy Nianzou","FRA","DF",52,58,77,76,69,19,34,58,43,60,92,29,14,61,54,61,23,33,28,20,27,64,5
"2348","Sevilla","La Liga","Lucas Ocampos","ARG","FW,MF",47,47,38,34,45,76,86,47,88,86,38,93,82,51,54,53,73,75,90,84,74,51,85
"2350","Sevilla","La Liga","Ivan Rakitić","CRO","MF",67,81,55,63,86,88,69,81,41,37,27,42,38,82,73,76,81,83,52,67,65,85,76
"2351","Sevilla","La Liga","Karim Rekik","NED","DF",48,55,72,73,64,27,36,55,29,32,65,36,74,60,54,59,46,45,42,30,38,60,25
"2353","Sevilla","La Liga","Manuel Sebastián","ESP","MF,DF",8,7,10,9,11,5,6,7,8,7,7,22,100,7,7,7,6,13,28,9,8,7,5
"2354","Sevilla","La Liga","Suso","ESP","MF,FW",43,48,24,31,41,83,56,48,78,85,80,68,26,53,57,56,67,75,75,52,78,56,80
"2355","Sevilla","La Liga","Alex Telles","BRA","DF",54,57,72,69,55,67,36,57,65,68,54,70,65,49,46,49,60,45,65,40,16,50,75
"2356","Sevilla","La Liga","Óliver Torres","ESP","MF,FW",74,75,30,54,76,92,83,75,78,68,18,78,51,82,76,71,76,91,72,77,97,83,92
"2358","Southampton","Premier League","Che Adams","SCO","FW",72,51,57,35,48,82,94,51,72,74,55,70,43,50,42,31,53,47,80,96,88,59,85
"2359","Southampton","Premier League","Carlos Alcaraz","ARG","MF,FW",42,35,40,37,42,47,57,35,63,66,54,63,46,37,36,39,58,60,52,75,85,37,51
"2360","Southampton","Premier League","Samuel Amo-Ameyaw","ENG","MF",0,1,6,2,3,4,6,1,22,32,91,22,21,1,3,6,15,7,28,4,8,1,5
"2361","Southampton","Premier League","Joe Aribo","NGA","MF,FW",49,43,40,41,46,63,78,43,77,76,44,83,79,40,36,37,56,45,75,80,81,43,68
"2362","Southampton","Premier League","Adam Armstrong","ENG","FW,MF",52,37,34,37,34,63,78,37,79,68,16,87,85,36,53,50,78,77,84,67,81,35,71
"2363","Southampton","Premier League","Stuart Armstrong","SCO","MF,FW",55,58,48,51,61,79,72,58,84,83,41,83,47,61,75,74,90,90,82,73,88,62,78
"2364","Southampton","Premier League","Dominic Ballard","ENG","FW",3,1,6,3,2,4,6,1,13,7,7,22,74,1,3,2,11,7,28,13,16,1,9
"2366","Southampton","Premier League","Jan Bednarek","POL","DF",63,70,94,90,66,21,42,70,13,18,65,22,74,65,58,68,34,13,28,13,16,63,13
"2367","Southampton","Premier League","Armel Bella Kotchap","GER","DF",69,73,94,90,71,25,56,73,41,37,27,36,22,73,71,74,37,50,52,35,43,68,13
"2368","Southampton","Premier League","James Bree","ENG","DF",20,21,46,37,19,35,14,21,22,26,65,22,21,17,13,12,23,30,28,17,16,18,33
"2369","Southampton","Premier League","Duje Ćaleta-Car","CRO","DF",40,50,89,80,46,11,32,50,13,26,100,10,10,49,45,50,26,13,28,9,22,49,5
"2370","Southampton","Premier League","Ibrahima Diallo","FRA","MF",36,39,46,50,51,35,19,39,45,54,80,46,42,40,38,40,37,26,28,52,54,37,24
"2371","Southampton","Premier League","Moussa Djenepo","MLI","DF,FW",32,30,43,45,31,42,46,30,79,79,48,78,47,30,38,41,67,47,72,50,47,25,56
"2372","Southampton","Premier League","Kami Doyle","ENG","MF",1,1,6,3,2,3,6,1,8,7,7,22,100,1,0,0,6,7,28,4,16,2,5
"2373","Southampton","Premier League","Samuel Edozie","ENG","FW,MF",27,25,19,29,21,50,68,25,75,66,18,76,53,28,40,42,66,67,87,67,62,26,56
"2374","Southampton","Premier League","Mohamed Elyounoussi","NOR","MF,FW",77,62,74,62,61,80,83,62,81,85,67,81,54,57,66,64,88,87,85,82,94,57,81
"2375","Southampton","Premier League","Juan Larios","ESP","DF",11,12,33,22,16,13,14,12,22,32,91,22,21,9,13,17,39,18,42,17,22,9,9
"2376","Southampton","Premier League","Roméo Lavia","BEL","MF",78,76,73,71,88,56,10,76,83,89,73,68,18,79,79,74,61,67,28,67,90,76,35
"2377","Southampton","Premier League","Valentino Livramento","ENG","DF,FW",3,6,21,14,7,4,6,6,13,26,100,10,10,3,2,3,6,7,28,9,8,4,5
"2378","Southampton","Premier League","Lyanco","BRA","DF",48,51,88,77,50,32,38,51,41,54,89,29,14,47,46,51,46,39,42,40,33,43,19
"2379","Southampton","Premier League","Ainsley Maitland-Niles","ENG","DF,MF",55,60,78,74,64,52,27,60,59,76,91,46,17,50,48,47,49,52,52,70,65,56,53
"2380","Southampton","Premier League","Sekou Mara","FRA","FW,MF",26,21,21,19,23,42,61,21,68,68,47,76,80,22,24,22,31,42,52,73,76,22,47
"2382","Southampton","Premier League","Paul Onuachu","NGA","FW",21,17,21,14,18,34,60,17,47,57,82,42,25,14,11,8,11,13,28,63,54,19,44
"2384","Southampton","Premier League","Romain Perraud","FRA","DF",68,72,71,76,61,84,74,72,76,60,13,87,90,67,63,62,73,83,69,71,67,65,87
"2386","Southampton","Premier League","Oriol Romeu","ESP","MF",7,6,13,6,9,10,10,6,8,18,100,10,10,5,6,7,15,13,28,9,8,5,5
"2387","Southampton","Premier League","Mohammed Salisu","GHA","DF",72,83,95,92,78,46,60,83,39,50,87,36,26,75,69,67,26,47,28,23,54,73,19
"2389","Southampton","Premier League","Kamaldeen Sulemana","GHA","FW,MF",40,35,29,29,35,63,77,35,91,93,68,91,59,39,53,50,72,75,91,81,72,37,75
"2391","Southampton","Premier League","Theo Walcott","ENG","FW,MF",46,32,38,38,30,54,77,32,62,66,65,63,50,33,37,42,61,47,82,65,65,34,67
"2392","Southampton","Premier League","Kyle Walker-Peters","ENG","DF",90,88,82,83,84,92,81,88,96,97,54,94,37,83,90,92,98,99,92,83,96,81,85
"2393","Southampton","Premier League","James Ward-Prowse","ENG","MF",100,99,84,81,99,97,64,99,56,50,24,68,88,93,80,77,58,76,42,70,81,96,66
"2394","Spezia","Serie A","Kevin Agudelo","COL","MF,FW",76,68,34,57,70,89,83,68,97,97,50,98,60,71,85,88,95,98,92,94,98,69,82
"2395","Spezia","Serie A","Kelvin Amian","FRA","DF",80,79,85,84,70,83,79,79,69,74,69,65,39,67,74,78,87,79,59,67,74,70,71
"2396","Spezia","Serie A","Ethan Ampadu","WAL","DF,MF",87,91,94,95,88,49,51,91,41,54,89,22,11,88,90,90,68,67,28,54,47,88,30
"2397","Spezia","Serie A","Simone Bastoni","ITA","MF,DF",48,53,58,59,51,71,59,53,56,50,24,63,74,45,44,46,58,58,52,60,67,47,69
"2399","Spezia","Serie A","Mehdi Bourabia","MAR","MF",90,86,84,80,87,84,51,86,88,88,46,91,66,79,71,70,74,76,69,91,87,82,63
"2400","Spezia","Serie A","Mattia Caldara","ITA","DF",50,55,90,81,51,25,48,55,26,26,36,29,46,48,46,45,26,26,28,35,33,43,19
"2401","Spezia","Serie A","Tio Cipot","SVN","FW,DF",10,10,10,10,12,23,22,10,32,32,43,42,84,10,12,14,26,26,42,20,38,10,38
"2403","Spezia","Serie A","Albin Ekdal","SWE","MF",65,64,68,67,73,61,70,64,54,63,80,46,23,57,53,47,48,69,52,77,72,60,53
"2404","Spezia","Serie A","Mikael Ellertsson","ISL","MF,DF",11,8,16,10,11,12,6,8,18,18,22,22,34,6,9,8,20,18,28,13,22,6,19
"2405","Spezia","Serie A","Salvatore Esposito","ITA","MF",38,50,48,57,60,51,27,50,47,46,43,42,25,45,34,34,20,23,42,38,33,50,32
"2407","Spezia","Serie A","Emmanuel Gyasi","GHA","FW,DF",92,68,63,60,64,89,92,68,76,50,9,89,93,67,67,56,75,79,89,96,95,71,91
"2408","Spezia","Serie A","Emil Holm","SWE","DF",55,56,65,58,52,76,75,56,80,77,37,83,64,44,56,54,80,71,82,88,81,49,75
"2409","Spezia","Serie A","Petko Hristov","BUL","DF",20,23,47,44,27,17,17,23,18,7,7,36,100,20,18,21,15,18,28,17,8,21,16
"2410","Spezia","Serie A","Jakub Kiwior","POL","DF",56,62,92,88,51,30,44,62,32,42,88,29,25,55,59,62,46,23,42,32,38,54,24
"2411","Spezia","Serie A","Viktor Kovalenko","UKR","MF",26,27,33,31,30,42,51,27,26,37,92,22,16,25,22,20,23,23,52,35,22,27,48
"2412","Spezia","Serie A","Raimonds Krollis","LVA","FW",4,3,6,2,3,7,14,3,8,7,7,22,100,2,3,2,11,7,28,9,16,3,19
"2413","Spezia","Serie A","Daniel Maldini","ITA","FW,MF",29,26,26,26,27,48,44,26,81,84,65,79,43,25,29,29,46,39,65,67,50,26,52
"2416","Spezia","Serie A","Dimitris Nikolaou","GRE","DF",95,93,96,96,87,48,40,93,47,60,88,29,12,92,87,89,58,64,28,56,57,91,36
"2417","Spezia","Serie A","M'Bala Nzola","ANG","FW",88,62,57,33,55,93,98,62,93,90,31,94,63,67,67,50,85,73,95,100,100,73,97
"2418","Spezia","Serie A","Arkadiusz Reca","POL","DF",75,81,82,82,76,84,68,81,87,79,17,93,84,74,85,90,95,91,78,81,54,76,78
"2419","Spezia","Serie A","Jacopo Sala","ITA","MF",9,8,13,12,10,11,14,8,18,7,7,29,92,8,6,7,15,7,28,9,8,8,16
"2420","Spezia","Serie A","Leandro Sanca","POR","FW,MF",4,3,6,2,3,9,6,3,26,32,80,29,46,3,3,2,11,13,28,9,16,3,16
"2421","Spezia","Serie A","Eldor Shomurodov","UZB","FW",35,27,19,22,29,51,70,27,63,54,17,70,76,26,27,25,31,26,59,81,74,29,63
"2422","Spezia","Serie A","Dávid Strelec","SVK","FW",11,8,6,3,11,17,38,8,18,7,7,36,100,8,6,6,15,23,28,17,33,9,35
"2423","Spezia","Serie A","Daniele Verde","ITA","FW,MF",41,41,33,33,40,69,66,41,52,46,24,53,48,41,41,36,54,42,78,54,62,42,65
"2424","Spezia","Serie A","Przemysław Wiśniewski","POL","DF",39,45,81,77,39,19,27,45,22,18,12,36,94,41,40,40,15,13,28,23,33,43,9
"2425","Spezia","Serie A","Jeroen Zoet","NED","GK",15,12,82,44,1,2,6,12,8,18,100,10,10,14,15,19,6,7,28,4,8,10,5
"2427","Spezia","Serie A","Szymon Żurkowski","POL","MF",19,16,41,26,19,22,17,16,36,50,91,29,17,14,17,19,37,18,52,35,22,13,29
"2428","Strasbourg","Ligue 1","Jean-Eudes Aholou","CIV","MF",51,54,54,51,67,58,63,54,73,70,38,73,48,60,61,55,65,60,80,79,70,51,55
"2429","Strasbourg","Ligue 1","Ludovic Ajorque","FRA","FW",34,29,29,22,34,49,81,29,26,32,80,29,46,33,27,17,15,36,42,58,57,34,64
"2430","Strasbourg","Ligue 1","Jean-Ricner Bellegarde","FRA","MF",81,84,57,63,87,92,78,84,98,98,65,92,25,91,97,97,98,99,90,95,96,85,83
"2431","Strasbourg","Ligue 1","Franci Bouebari","FRA","DF",7,6,10,11,6,9,6,6,8,18,100,10,10,4,2,2,6,7,28,9,22,3,13
"2432","Strasbourg","Ligue 1","Colin Dagba","FRA","DF",39,44,50,53,43,61,51,44,63,63,45,68,64,48,52,57,65,67,69,32,43,41,60
"2433","Strasbourg","Ligue 1","Thomas Delaine","FRA","DF,MF",42,46,55,54,44,64,53,46,64,63,41,65,51,49,57,56,76,72,80,56,27,43,78
"2434","Strasbourg","Ligue 1","Habib Diallo","SEN","FW",93,63,57,41,63,89,99,63,91,89,36,95,82,69,73,57,76,73,89,100,92,72,95
"2435","Strasbourg","Ligue 1","Mouhamadou Diarra","SEN","MF,FW",59,56,33,50,60,76,74,56,87,86,41,84,39,68,77,78,92,89,90,80,80,58,77
"2436","Strasbourg","Ligue 1","Alexander Djiku","GHA","DF",90,92,96,95,92,35,61,92,29,37,86,29,34,93,92,90,23,42,42,32,47,86,19
"2437","Strasbourg","Ligue 1","Ismaël Doukouré","FRA","DF,MF",78,75,80,81,84,42,17,75,79,89,86,63,18,84,87,85,65,71,52,61,78,75,42
"2439","Strasbourg","Ligue 1","Kévin Gameiro","FRA","FW",74,60,26,37,63,87,94,60,83,79,31,86,66,73,77,69,84,92,90,87,87,67,92
"2440","Strasbourg","Ligue 1","Frederic Guilbert","FRA","DF,MF",54,64,68,65,71,69,30,64,73,70,38,76,62,63,64,60,58,68,42,65,43,52,62
"2441","Strasbourg","Ligue 1","Dany Jean","HAI","DF,MF",1,2,6,2,2,7,6,2,8,7,7,22,100,2,4,3,11,13,28,9,16,2,13
"2442","Strasbourg","Ligue 1","Nordine Kandil","FRA","MF,FW",8,11,10,10,12,25,22,11,45,46,51,53,79,14,19,22,37,45,59,23,27,11,29
"2443","Strasbourg","Ligue 1","Maxime Le Marchand","FRA","DF",73,80,92,90,83,35,38,80,52,72,93,22,10,87,86,87,39,64,28,40,33,78,19
"2444","Strasbourg","Ligue 1","Dimitri Liénard","FRA","DF,MF",59,72,61,70,71,83,32,72,65,60,28,75,81,76,73,66,64,86,52,73,57,67,84
"2445","Strasbourg","Ligue 1","Lebo Mothiba","RSA","FW,MF",22,17,21,10,19,34,38,17,36,32,22,42,57,19,20,17,31,26,52,50,47,19,50
"2446","Strasbourg","Ligue 1","Gerzino Nyamsi","FRA","DF",58,62,88,81,67,23,48,62,49,60,86,42,21,72,78,82,46,42,28,40,16,62,16
"2447","Strasbourg","Ligue 1","Lucas Perrin","FRA","DF",66,65,83,80,70,39,50,65,43,46,65,36,21,74,76,81,46,50,42,26,33,63,35
"2448","Strasbourg","Ligue 1","Ronaël Pierre-Gabriel","FRA","DF",30,37,60,51,41,44,32,37,51,63,87,46,28,40,43,43,51,60,42,38,43,33,53
"2449","Strasbourg","Ligue 1","Sanjin Prcić","BIH","MF",60,72,70,70,81,64,27,72,54,66,86,46,23,82,80,73,46,82,42,35,47,73,34
"2450","Strasbourg","Ligue 1","Morgan Sanson","FRA","MF",52,54,33,46,64,66,70,54,79,72,24,79,50,64,73,70,79,87,85,79,80,56,68
"2453","Strasbourg","Ligue 1","Ibrahima Sissoko","FRA","MF",50,54,64,58,65,54,64,54,52,54,52,57,62,59,58,53,53,64,42,63,78,51,56
"2454","Strasbourg","Ligue 1","Eduard Sobol","UKR","DF",36,36,46,42,40,49,30,36,60,60,44,60,43,38,41,41,51,54,52,43,43,32,61
"2455","Strasbourg","Ligue 1","Yuito Suzuki","JPN","FW,MF",3,2,6,2,4,6,19,2,13,26,100,10,10,2,4,3,15,13,52,17,8,2,19
"2456","Strasbourg","Ligue 1","Adrien Thomasson","FRA","MF",39,47,30,41,51,68,81,47,51,54,65,50,40,57,53,49,49,60,59,61,76,50,72
"2457","Stuttgart","Bundesliga","Naouirou Ahamada","FRA","MF",55,49,46,52,59,53,56,49,80,80,49,81,59,50,63,66,81,75,72,79,59,50,63
"2458","Stuttgart","Bundesliga","Waldemar Anton","GER","DF",96,98,96,98,96,68,71,98,76,79,65,79,63,96,98,98,88,82,65,67,74,97,62
"2459","Stuttgart","Bundesliga","Gil Bastião Dias","POR","FW",21,23,19,28,25,41,40,23,55,60,68,57,50,25,31,34,51,30,65,54,59,24,52
"2462","Stuttgart","Bundesliga","Tanguy Coulibaly","FRA","FW,DF",18,20,13,21,20,41,48,20,59,63,65,65,74,21,26,29,48,42,69,30,54,20,55
"2463","Stuttgart","Bundesliga","Lilian Egloff","GER","MF,FW",15,13,10,12,13,30,42,13,26,32,80,22,16,13,13,12,34,23,59,38,38,12,44
"2464","Stuttgart","Bundesliga","Wataru Endo","JPN","MF",95,92,86,85,94,83,83,92,86,89,65,81,38,88,81,80,72,85,69,92,98,91,70
"2465","Stuttgart","Bundesliga","Chris Führich","GER","FW,MF",69,62,43,51,58,89,88,62,97,97,52,97,51,64,81,83,97,96,96,81,89,66,90
"2466","Stuttgart","Bundesliga","Sehrou Guirassy","GUI","FW",62,48,44,26,54,71,92,48,73,70,36,70,39,48,43,39,58,64,87,92,79,57,81
"2467","Stuttgart","Bundesliga","Genki Haraguchi","JPN","MF",33,32,38,35,40,41,32,32,49,57,80,46,34,35,33,34,51,45,59,50,38,34,48
"2468","Stuttgart","Bundesliga","Hiroki Ito","JPN","DF",88,98,95,97,97,53,36,98,43,42,39,50,74,97,95,97,69,75,52,61,43,97,49
"2469","Stuttgart","Bundesliga","Sasa Kalajdzic","AUT","FW",15,10,6,5,14,21,50,10,8,7,7,22,100,7,4,2,6,7,28,23,27,12,34
"2470","Stuttgart","Bundesliga","Atakan Karazor","GER","MF",72,79,79,80,87,50,27,79,60,70,80,46,17,66,52,47,26,45,28,60,74,75,33
"2471","Stuttgart","Bundesliga","Thomas Kastanaras","GRE","FW,DF",7,5,10,6,6,9,17,5,8,7,7,22,100,4,2,3,11,7,28,23,8,4,24
"2472","Stuttgart","Bundesliga","Silas Katompa","COD","FW,MF",72,49,26,33,46,81,94,49,98,97,43,99,67,54,73,69,93,87,98,96,96,52,93
"2474","Stuttgart","Bundesliga","Konstantinos Mavropanos","GRE","DF",80,92,94,95,89,52,79,92,78,74,36,76,46,87,85,87,74,73,52,76,38,88,34
"2475","Stuttgart","Bundesliga","Enzo Millot","FRA","MF",38,42,41,43,45,59,70,42,81,81,50,81,48,39,45,41,63,54,75,56,65,43,66
"2478","Stuttgart","Bundesliga","Nikolas Nartey","DEN","DF,MF",24,29,33,45,34,33,19,29,34,37,65,36,40,26,23,26,31,30,42,20,54,28,42
"2479","Stuttgart","Bundesliga","Juan Perea","COL","FW",21,16,16,12,18,33,38,16,51,37,12,68,94,17,22,15,37,26,52,54,57,16,49
"2480","Stuttgart","Bundesliga","Luca Pfeiffer","GER","FW",31,23,21,13,31,38,65,23,29,26,22,36,74,23,19,20,37,39,28,46,43,27,55
"2481","Stuttgart","Bundesliga","Borna Sosa","CRO","DF",71,87,70,78,78,96,53,87,72,76,66,70,43,83,83,83,89,94,78,60,72,85,92
"2482","Stuttgart","Bundesliga","Pascal Stenzel","GER","DF",19,24,40,42,26,28,14,24,22,7,7,36,94,19,15,18,20,30,52,23,8,20,22
"2483","Stuttgart","Bundesliga","Tiago Tomás","POR","FW,MF",51,40,29,31,38,69,83,40,87,79,18,90,74,43,43,44,71,60,90,86,85,45,80
"2485","Stuttgart","Bundesliga","Josha Vagnoman","GER","DF",57,53,63,61,49,72,80,53,73,83,81,68,35,49,49,51,67,71,75,79,76,51,79
"2486","Stuttgart","Bundesliga","Dan-Axel Zagadou","FRA","DF",50,71,90,90,69,17,53,71,8,18,100,10,10,72,62,59,20,13,28,23,27,75,5
"2487","Torino","Serie A","Ola Aina","NGA","DF",36,48,48,54,48,65,38,48,82,84,55,79,41,46,50,53,74,72,65,48,47,45,57
"2488","Torino","Serie A","Brian Bayeye","FRA","DF",6,9,24,21,9,9,17,9,13,26,100,10,10,6,6,9,20,18,52,17,22,7,22
"2489","Torino","Serie A","Alessandro Buongiorno","ITA","DF",89,92,91,95,92,43,68,92,49,46,36,53,61,87,81,81,42,58,52,75,43,90,38
"2490","Torino","Serie A","Koffi Djidji","CIV","DF",84,88,89,92,88,39,30,88,26,37,92,22,16,85,68,65,42,45,28,30,43,89,34
"2491","Torino","Serie A","Gvidas Gineitis","LTU","MF",10,12,10,9,19,12,17,12,18,18,22,29,92,12,10,13,20,23,42,9,16,13,25
"2492","Torino","Serie A","Andrew Gravillon","GLP","DF",18,21,53,49,20,10,6,21,13,18,65,22,74,20,16,19,11,18,28,17,16,20,5
"2493","Torino","Serie A","Ivan Ilić","SRB","MF",45,59,46,54,75,53,24,59,49,50,52,36,16,57,63,64,66,72,52,56,38,65,47
"2494","Torino","Serie A","Emirhan İlkhan","TUR","MF",8,8,19,11,12,9,6,8,13,18,65,22,74,9,10,9,15,26,28,13,22,8,16
"2495","Torino","Serie A","Yann Karamoh","FRA","MF,FW",31,29,19,16,28,57,69,29,86,86,49,86,54,32,38,37,64,42,80,78,65,33,72
"2496","Torino","Serie A","Valentino Lazaro","AUT","DF",54,66,63,61,64,84,57,66,73,74,50,70,39,58,55,58,82,72,78,52,33,63,76
"2497","Torino","Serie A","Karol Linetty","POL","MF",69,71,62,62,82,68,54,71,58,50,22,68,84,67,64,69,67,71,59,71,59,73,51
"2498","Torino","Serie A","Saša Lukić","SRB","MF",48,57,57,50,72,58,57,57,32,18,8,42,84,53,53,52,66,62,65,54,50,59,52
"2500","Torino","Serie A","Aleksei Miranchuk","RUS","MF",73,63,30,33,71,85,75,63,81,72,18,87,79,70,70,68,82,88,75,88,86,74,82
"2501","Torino","Serie A","Michel Ndary Adopo","FRA","MF,DF",16,18,26,25,25,15,14,18,29,32,65,36,74,16,14,16,15,13,28,20,27,17,19
"2502","Torino","Serie A","Pietro Pellegri","ITA","FW",23,17,16,9,17,38,50,17,51,32,9,65,93,18,18,10,23,18,59,67,78,19,61
"2503","Torino","Serie A","Nemanja Radonjić","SRB","MF,FW",57,51,13,29,42,88,93,51,98,97,39,99,74,60,80,78,96,92,99,92,92,60,93
"2504","Torino","Serie A","Samuele Ricci","ITA","MF",73,78,67,64,90,68,42,78,63,50,14,68,64,82,83,76,81,76,69,58,74,83,51
"2505","Torino","Serie A","Ricardo Rodríguez","SUI","DF",89,93,87,91,93,76,38,93,43,46,65,46,50,91,90,91,84,94,69,46,59,93,61
"2506","Torino","Serie A","Antonio Sanabria","PAR","FW",81,61,34,29,65,87,96,61,78,84,73,65,22,57,51,33,53,62,84,98,89,70,89
"2507","Torino","Serie A","Perr Schuurs","NED","DF",79,81,89,92,79,31,46,81,45,57,87,36,18,76,71,71,48,58,42,60,47,76,13
"2508","Torino","Serie A","Demba Seck","SEN","MF,FW",24,22,10,15,24,44,60,22,68,72,66,60,27,25,37,40,67,64,82,67,65,25,57
"2510","Torino","Serie A","Wilfried Singo","CIV","DF",72,77,65,70,78,85,83,77,84,90,76,68,18,72,71,69,86,82,78,75,72,77,78
"2512","Torino","Serie A","Nikola Vlašić","CRO","MF,FW",89,75,40,50,72,95,96,75,89,90,53,87,44,77,81,80,95,95,95,99,97,82,96
"2513","Torino","Serie A","Mërgim Vojvoda","KVX","DF",63,75,61,70,77,83,73,75,59,66,71,57,38,71,68,67,68,75,80,60,74,76,75
"2514","Torino","Serie A","David Zima","CZE","DF",21,22,48,47,27,9,22,22,8,18,100,10,10,20,19,22,20,18,28,9,22,20,22
"2516","Tottenham","Premier League","Rodrigo Bentancur","URU","MF",58,68,70,71,77,56,51,68,73,81,80,65,29,65,63,63,66,54,42,63,74,71,40
"2517","Tottenham","Premier League","Yves Bissouma","MLI","MF",42,57,51,56,72,47,14,57,36,50,91,29,17,58,59,54,48,52,42,52,50,64,30
"2518","Tottenham","Premier League","Bryan","ESP","MF,FW",10,10,10,11,11,21,14,10,26,26,36,36,88,12,13,14,23,23,28,23,27,11,36
"2520","Tottenham","Premier League","Arnaut Danjuma","NED","FW,MF",11,9,10,6,12,18,30,9,29,32,65,36,74,10,9,12,26,18,52,9,27,11,40
"2521","Tottenham","Premier League","Ben Davies","WAL","DF",80,83,83,85,84,63,65,83,49,42,22,53,61,81,80,87,78,81,65,40,38,85,71
"2522","Tottenham","Premier League","Eric Dier","ENG","DF",93,97,98,99,89,37,60,97,29,32,65,29,34,96,92,89,37,42,42,38,27,97,35
"2523","Tottenham","Premier League","Matt Doherty","IRL","DF,MF",30,39,55,53,36,55,59,39,43,42,39,42,34,36,28,30,51,30,52,43,27,39,65
"2524","Tottenham","Premier League","Emerson","BRA","DF",65,78,85,83,70,79,78,78,70,72,54,60,25,72,72,77,84,80,72,63,78,75,83
"2526","Tottenham","Premier League","Son Heung-min","KOR","MF,FW",95,73,36,53,66,96,95,74,94,92,33,95,65,75,84,82,96,96,96,95,98,79,96
"2527","Tottenham","Premier League","Pierre Højbjerg","DEN","MF",98,99,88,91,100,88,69,99,81,90,86,68,21,98,94,92,83,87,78,83,93,99,69
"2528","Tottenham","Premier League","Harry Kane","ENG","FW",100,78,55,46,79,95,99,78,97,95,28,98,66,81,81,73,90,92,93,97,99,86,96
"2529","Tottenham","Premier League","Dejan Kulusevski","SWE","MF,FW",75,67,54,55,60,92,95,67,97,97,50,98,62,72,84,85,96,90,99,98,98,70,96
"2530","Tottenham","Premier League","Clément Lenglet","FRA","DF",73,88,92,93,85,43,48,88,43,50,77,42,34,92,89,95,73,75,42,43,50,92,25
"2532","Tottenham","Premier League","Pape Matar Sarr","SEN","MF,FW",14,19,40,34,24,13,10,19,22,18,12,22,21,20,19,18,11,7,28,23,22,20,5
"2533","Tottenham","Premier League","Lucas Moura","BRA","MF,DF",11,14,6,12,15,30,38,14,41,42,49,50,80,13,15,15,23,39,52,26,38,14,36
"2534","Tottenham","Premier League","Ivan Perišić","CRO","DF,MF",76,80,78,76,65,94,93,80,78,77,48,81,63,67,73,78,96,77,97,78,67,71,95
"2535","Tottenham","Premier League","Pedro Porro","ESP","DF,MF",46,56,67,66,49,72,60,56,78,70,23,85,82,52,52,61,74,60,65,50,47,53,80
"2536","Tottenham","Premier League","Richarlison","BRA","MF,FW",42,36,34,39,34,59,86,36,73,66,24,79,78,37,41,43,73,64,87,83,78,39,73
"2537","Tottenham","Premier League","Cristian Romero","ARG","DF",82,93,97,96,88,44,48,93,59,68,77,57,38,92,86,90,56,72,42,58,57,91,29
