"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA"
"786","Eint Frankfurt","Bundesliga","Almamy Touré","MLI","DF",27,29,33,30,59,55,44,51,90,63,88,72,89,87,81,85,96
"787","Eint Frankfurt","Bundesliga","Kevin Trapp","GER","GK",96,23,12,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"788","Eint Frankfurt","Bundesliga","Tuta","BRA","DF",91,55,23,55,59,79,75,51,90,51,37,59,89,87,81,85,96
"789","Eint Frankfurt","Bundesliga","Marcel Wenig","GER","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"790","Elche","La Liga","Alejandro Alfaro","ESP","MF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"791","Elche","La Liga","Édgar Badía","ESP","GK",98,23,12,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"792","Elche","La Liga","Pedro Bigas","ESP","DF",75,46,22,43,59,71,75,70,90,71,53,59,89,87,95,97,96
"793","Elche","La Liga","Lautaro Blanco","ARG","DF,MF",40,55,63,53,80,85,44,51,90,63,68,72,89,87,81,85,96
"794","Elche","La Liga","Lucas Boyé","ARG","FW",84,91,73,90,59,98,92,94,97,89,73,89,89,87,95,85,100
"795","Elche","La Liga","Carmona","ESP","MF,DF",34,46,59,41,59,85,64,70,90,51,56,59,89,87,81,85,96
"796","Elche","La Liga","Pape Cheikh Diop","SEN","MF",9,16,72,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"797","Elche","La Liga","Carlos Clerc","ESP","DF,MF",90,76,39,77,84,71,75,92,69,77,55,80,89,87,81,97,96
"798","Elche","La Liga","Álex Collado","ESP","MF",38,70,93,70,90,55,83,70,69,63,70,72,89,87,81,85,96
"799","Elche","La Liga","John Donald","ESP","MF,DF",47,32,20,37,59,55,44,51,69,51,47,59,89,87,81,85,96
"800","Elche","La Liga","Nicolás Ezequiel Fernández","ARG","MF,DF",31,56,87,60,80,55,64,51,69,63,80,72,89,87,81,85,96
"801","Elche","La Liga","Federico Fernández","ARG","DF",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"802","Elche","La Liga","Fidel","ESP","MF,FW",65,89,85,87,94,89,64,92,69,77,67,85,89,87,81,85,96
"803","Elche","La Liga","Diego González","ESP","DF",45,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"804","Elche","La Liga","Gerard Gumbau","ESP","MF",90,98,89,91,100,79,92,70,69,85,65,72,100,87,81,85,96
"805","Elche","La Liga","Raúl Guti","ESP","MF",51,49,37,51,59,71,75,51,69,63,60,72,89,87,81,85,96
"806","Elche","La Liga","Josan","ESP","DF,MF",46,60,60,60,80,71,44,81,90,77,81,80,89,87,81,85,100
"807","Elche","La Liga","Pol Lirola","ESP","DF",35,53,72,60,59,71,44,51,69,36,36,41,89,87,81,85,96
"808","Elche","La Liga","Lisandro Magallán","ARG","DF",41,36,28,37,73,55,64,51,69,36,36,41,89,87,81,85,96
"809","Elche","La Liga","Roger Martí","ESP","FW",36,45,49,45,59,55,64,70,90,51,55,59,89,87,81,85,96
"810","Elche","La Liga","Omar Mascarell","ESP","MF,DF",86,76,42,76,94,71,44,51,69,71,50,59,98,87,81,85,96
"811","Elche","La Liga","Pere Milla","ESP","FW,MF",70,77,57,72,59,85,88,98,90,71,55,72,89,87,81,97,96
"812","Elche","La Liga","Johan Mojica","COL","DF,MF",23,23,31,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"813","Elche","La Liga","Tete Morente","ESP","MF,DF",74,83,66,77,86,98,83,88,90,63,47,59,89,87,81,97,96
"814","Elche","La Liga","Randy Ntekja","FRA","FW",36,45,50,45,59,79,64,51,69,51,55,59,89,87,81,85,96
"815","Elche","La Liga","Helibelton Palacios","COL","DF",73,56,31,60,80,55,44,70,69,36,36,41,89,87,81,85,96
"816","Elche","La Liga","Javier Pastore","ARG","MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"817","Elche","La Liga","Ezequiel Ponce","ARG","FW",51,60,53,61,59,55,88,70,69,77,77,59,89,87,99,97,96
"818","Elche","La Liga","Domingos Quina","POR","MF",24,32,54,34,73,55,44,51,69,36,36,41,89,87,81,85,96
"819","Elche","La Liga","Enzo Roco","CHI","DF",64,42,22,41,59,71,64,51,90,36,36,41,89,87,81,85,96
"820","Elche","La Liga","Gonzalo Verdú","ESP","DF",37,23,17,23,59,55,44,51,90,36,36,41,89,87,81,85,96
"821","Elche","La Liga","Axel Werner","ARG","GK",19,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"822","Empoli","Serie A","Jean-Daniel Akpa-Akpro","CIV","MF,FW",55,63,52,58,59,85,75,81,99,81,81,80,89,96,95,85,96
"823","Empoli","Serie A","Nedim Bajrami","ALB","MF,FW",45,73,88,72,92,79,64,70,69,77,83,72,89,96,81,97,96
"824","Empoli","Serie A","Tommaso Baldanzi","ITA","MF",69,87,78,83,80,96,92,98,69,77,65,85,89,87,81,85,96
"825","Empoli","Serie A","Filippo Bandinelli","ITA","MF",79,87,67,90,80,55,75,88,99,63,45,72,89,87,81,85,96
"826","Empoli","Serie A","Liberato Cacace","NZL","DF",30,56,88,51,80,79,83,51,90,51,62,41,89,87,95,85,96
"827","Empoli","Serie A","Nicolò Cambiaghi","ITA","FW,MF",53,82,89,76,73,85,88,99,99,89,92,59,96,99,95,99,96
"828","Empoli","Serie A","Francesco Caputo","ITA","FW",68,70,50,75,59,55,92,70,69,81,71,89,89,87,81,85,96
"829","Empoli","Serie A","Koni De Winter","BEL","DF",48,29,18,34,59,55,44,51,69,36,36,41,89,87,81,85,96
"830","Empoli","Serie A","Duccio Degl'Innocenti","ITA","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"831","Empoli","Serie A","Mattia Destro","ITA","FW,MF",33,42,48,34,59,85,64,81,69,51,59,59,89,87,81,85,96
"832","Empoli","Serie A","Tyronne Ebuehi","NGA","DF",73,65,38,66,88,55,64,70,69,77,63,80,89,87,95,85,96
"833","Empoli","Serie A","Emmanuel Ekong","SWE","FW,MF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"834","Empoli","Serie A","Jacopo Fazzini","ITA","MF",39,57,71,53,84,79,64,81,69,51,51,41,96,87,81,85,96
"835","Empoli","Serie A","Alberto Grassi","ITA","MF",51,45,32,47,59,55,64,70,69,51,45,59,89,87,81,85,96
"836","Empoli","Serie A","Nicolas Haas","SUI","MF",51,53,41,58,73,71,44,51,69,51,45,41,96,87,81,85,96
"837","Empoli","Serie A","Liam Henderson","SCO","MF",46,68,78,76,73,55,64,51,90,51,47,59,89,87,81,85,96
"838","Empoli","Serie A","Ardian Ismajli","ALB","DF",77,42,19,43,59,55,64,51,90,36,36,41,89,87,81,85,96
"839","Empoli","Serie A","Sam Lammers","NED","FW",43,61,68,60,73,85,64,81,69,51,48,59,89,87,81,85,96
"840","Empoli","Serie A","Sebastiano Luperto","ITA","DF",96,42,16,43,73,55,64,51,69,63,42,72,89,87,81,85,96
"841","Empoli","Serie A","Răzvan Marin","ROU","MF",88,95,82,92,99,79,64,70,69,77,55,59,99,87,81,85,96
"842","Empoli","Serie A","Herculano Nabian","POR","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"843","Empoli","Serie A","Fabiano Parisi","ITA","DF",93,88,54,86,86,96,75,96,90,91,70,92,89,96,81,97,96
"844","Empoli","Serie A","Samuele Perisan","ITA","GK",35,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"845","Empoli","Serie A","Roberto Piccoli","ITA","FW",29,38,50,37,59,71,75,51,69,51,65,41,89,96,81,85,96
"846","Empoli","Serie A","Marko Pjaca","CRO","MF,FW",32,63,94,58,86,85,75,70,69,51,60,59,89,87,81,85,96
"847","Empoli","Serie A","Martin Satriano","URU","FW",67,67,44,61,59,85,92,92,69,71,59,72,89,87,95,85,96
"848","Empoli","Serie A","Petar Stojanović","SVN","DF",60,79,74,77,91,85,75,81,90,71,63,80,89,87,81,85,96
"849","Empoli","Serie A","Lorenzo Tonelli","ITA","DF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"850","Empoli","Serie A","Guglielmo Vicario","ITA","GK",91,32,14,37,59,55,44,51,69,36,36,41,89,87,81,85,96
"851","Empoli","Serie A","Emanuel Vignato","ITA","MF,FW",10,29,99,34,59,55,44,51,69,36,36,41,89,87,81,85,96
"852","Empoli","Serie A","Sebastian Walukiewicz","POL","DF",31,23,20,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"853","Espanyol","La Liga","Keidi Bare","ALB","MF",30,40,52,37,73,55,75,51,90,51,63,41,89,87,81,85,100
"854","Espanyol","La Liga","Wassim Boullif","ESP","DF,MF",15,16,28,18,59,55,44,51,69,51,98,59,89,87,81,85,96
"855","Espanyol","La Liga","Martin Braithwaite","DEN","FW,MF",83,80,49,76,59,79,98,96,69,89,73,85,89,87,100,85,96
"856","Espanyol","La Liga","Leandro Cabrera","URU","DF",90,70,35,71,84,55,94,51,69,71,48,80,89,87,81,85,96
"857","Espanyol","La Liga","Fernando Calero","ESP","DF,MF",63,55,34,60,59,55,64,51,90,71,60,59,89,87,95,85,100
"858","Espanyol","La Liga","José Carlos Lazo","ESP","MF,FW",18,23,46,27,59,55,44,51,69,51,93,59,89,87,81,85,96
"859","Espanyol","La Liga","Sergi Darder","ESP","MF",99,100,91,100,99,97,83,92,90,94,74,96,96,87,95,85,96
"860","Espanyol","La Liga","Adri Embarba","ESP","FW",9,20,96,12,59,79,44,51,69,36,36,41,89,87,81,85,96
"861","Espanyol","La Liga","Edu Expósito","ESP","MF",50,76,84,74,88,85,83,81,90,93,96,96,89,96,81,85,96
"862","Espanyol","La Liga","Álvaro Fernández","ESP","GK",46,16,12,12,73,55,44,51,69,36,36,41,89,87,81,85,96
"863","Espanyol","La Liga","Óscar Gil","ESP","DF",87,68,34,70,73,79,75,88,69,63,43,59,89,96,81,85,96
"864","Espanyol","La Liga","Dani Gómez","ESP","MF,FW",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"865","Espanyol","La Liga","Sergi Gómez","ESP","DF",82,42,18,43,59,55,75,51,69,51,38,41,89,87,95,85,96
"866","Espanyol","La Liga","José Gragera","ESP","MF,DF",29,20,17,18,59,55,64,51,69,51,65,41,89,87,95,85,96
"867","Espanyol","La Liga","Omar El Hilali","MAR","DF,MF",14,20,53,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"868","Espanyol","La Liga","Joselu","ESP","FW",96,90,55,85,59,89,96,100,69,91,69,85,89,87,99,99,96
"869","Espanyol","La Liga","Luca Koleosho","ITA","DF,FW",9,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"870","Espanyol","La Liga","Benjamin Lecomte","FRA","GK",44,20,14,18,73,55,44,51,69,36,36,41,89,87,81,85,96
"871","Espanyol","La Liga","Pol Lozano","ESP","MF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"872","Espanyol","La Liga","Roger Martínez","ESP","DF",4,20,100,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"873","Espanyol","La Liga","César Montes","MEX","DF",62,38,20,34,73,55,83,51,69,63,51,41,89,87,99,85,96
"874","Espanyol","La Liga","Brian Oliván","ESP","DF",82,82,54,84,90,71,64,70,97,91,77,96,89,87,81,85,96
"875","Espanyol","La Liga","Fernando Pacheco","ESP","GK",60,29,15,27,80,55,44,51,69,36,36,41,89,87,81,85,96
"876","Espanyol","La Liga","Pedrosa","ESP","DF,MF",21,34,72,39,59,55,44,51,69,36,36,41,89,87,81,85,96
"877","Espanyol","La Liga","Ronaël Pierre-Gabriel","FRA","DF",18,20,32,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"878","Espanyol","La Liga","Javi Puado","ESP","FW,MF",80,83,57,77,80,96,97,92,69,85,69,72,89,96,99,97,96
"879","Espanyol","La Liga","Nico Ribaudo","ESP","MF,FW",52,81,88,77,91,71,75,92,99,63,56,72,89,87,81,85,96
"880","Espanyol","La Liga","Rubén","ESP","DF,MF",43,53,52,55,59,85,44,51,90,77,84,80,89,96,81,85,96
"881","Espanyol","La Liga","Vinicius Souza","BRA","MF",85,68,35,70,59,79,75,81,97,71,50,80,89,87,81,85,96
"882","Espanyol","La Liga","Denis Suárez","ESP","MF,FW",42,69,86,66,93,79,44,70,69,51,50,59,89,87,81,85,96
"883","Espanyol","La Liga","Nabil Touaizi","MAR","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"884","Espanyol","La Liga","Aleix Vidal","ESP","MF,FW",48,61,60,57,88,85,44,51,90,81,87,80,96,87,81,85,100
"885","Everton","Premier League","Dele Alli","ENG","MF",9,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"886","Everton","Premier League","Asmir Begović","BIH","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"887","Everton","Premier League","Dominic Calvert-Lewin","ENG","FW",52,60,50,57,59,92,64,81,69,77,77,72,89,96,81,97,96
"888","Everton","Premier League","Thomas Cannon","IRL","FW",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"889","Everton","Premier League","Conor Coady","ENG","DF",77,50,25,55,59,55,64,70,69,51,38,59,89,87,81,85,96
"890","Everton","Premier League","Séamus Coleman","IRL","DF",66,56,34,55,73,71,64,88,69,63,50,72,89,87,81,85,96
"891","Everton","Premier League","Tom Davies","ENG","MF",32,32,31,34,59,55,64,51,69,36,36,41,89,87,81,85,96
"892","Everton","Premier League","Abdoulaye Doucouré","MLI","MF",62,78,70,83,59,85,75,51,97,71,62,80,89,87,81,85,96
"893","Everton","Premier League","Idrissa Gana Gueye","SEN","MF",88,82,48,81,59,71,75,97,100,71,48,72,89,87,81,85,100
"894","Everton","Premier League","James Garner","ENG","MF,DF",41,53,58,51,84,71,64,70,69,63,67,72,89,87,81,85,96
"895","Everton","Premier League","Ben Godfrey","ENG","DF",41,26,18,30,59,55,44,51,69,63,67,72,89,87,81,85,96
"896","Everton","Premier League","Anthony Gordon","ENG","FW",50,59,51,51,59,71,94,70,97,36,36,41,89,87,81,85,96
"897","Everton","Premier League","Demarai Gray","ENG","FW,MF",87,96,83,85,98,89,99,99,99,81,62,80,98,87,81,85,96
"898","Everton","Premier League","Mason Holgate","ENG","DF",31,42,54,41,80,55,64,51,69,63,81,72,89,87,81,85,96
"899","Everton","Premier League","Alex Iwobi","NGA","MF,FW",100,98,80,99,93,97,96,88,97,93,69,96,89,87,81,97,96
"900","Everton","Premier League","Michael Keane","ENG","DF",46,40,29,41,59,55,64,70,69,63,62,72,89,87,81,85,96
"901","Everton","Premier League","Neal Maupay","FRA","FW",51,52,41,50,59,71,75,88,69,51,45,59,89,87,81,85,96
"902","Everton","Premier League","Dwight McNeil","ENG","FW,MF",87,97,89,91,99,97,94,81,97,97,86,85,99,99,81,97,100
"903","Everton","Premier League","Yerry Mina","COL","DF",34,36,35,34,59,55,64,81,69,51,56,41,89,87,81,97,96
"904","Everton","Premier League","Vitaliy Mykolenko","UKR","DF",90,79,43,85,73,55,75,81,69,71,48,72,89,87,95,85,96
"905","Everton","Premier League","Amadou Onana","BEL","MF",86,78,44,81,59,71,75,94,97,63,43,72,89,87,81,85,96
"906","Everton","Premier League","Nathan Patterson","SCO","DF,MF",55,55,40,57,73,55,44,81,90,36,36,41,89,87,81,85,96
"907","Everton","Premier League","Jordan Pickford","ENG","GK",100,40,15,30,90,55,44,51,69,51,37,59,89,87,81,85,96
"908","Everton","Premier League","Isaac Price","NIR","MF",9,20,97,18,59,71,44,51,69,36,36,41,89,87,81,85,96
"909","Everton","Premier League","Salomón Rondón","VEN","FW",15,26,82,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"910","Everton","Premier League","Ellis Simms","ENG","FW",21,32,65,30,59,71,64,51,69,63,97,59,89,96,81,85,96
"911","Everton","Premier League","James Tarkowski","ENG","DF",100,59,22,58,59,55,92,51,90,63,40,59,89,87,95,85,96
"912","Everton","Premier League","Rúben Vinagre","POR","DF,MF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"913","Fiorentina","Serie A","Sofyan Amrabat","MAR","MF",73,76,52,81,59,55,44,81,100,63,47,59,89,87,81,85,100
"914","Fiorentina","Serie A","Arthur","BRA","FW",57,69,62,71,59,71,88,88,69,63,53,59,89,87,95,85,96
"915","Fiorentina","Serie A","Antonín Barák","CZE","MF",70,77,60,81,59,89,75,88,69,51,40,59,89,87,81,85,96
"916","Fiorentina","Serie A","Marco Benassi","ITA","DF",14,16,30,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"917","Fiorentina","Serie A","Alessandro Bianco","ITA","MF",17,23,51,23,59,55,44,70,69,36,36,41,89,87,81,85,96
"918","Fiorentina","Serie A","Cristiano Biraghi","ITA","DF",88,99,94,93,100,71,83,51,90,85,66,80,99,87,81,85,96
"919","Fiorentina","Serie A","Giacomo Bonaventura","ITA","MF",72,92,87,90,90,92,96,98,90,89,79,89,89,96,81,97,96
"920","Fiorentina","Serie A","Josip Brekalo","CRO","FW,MF",21,49,98,45,59,79,64,81,90,36,36,41,89,87,81,85,96
"921","Fiorentina","Serie A","Gaetano Castrovilli","ITA","MF",35,49,63,47,80,55,75,70,69,51,55,59,89,87,81,85,96
"922","Fiorentina","Serie A","Michele Cerofolini","ITA","GK",26,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"923","Fiorentina","Serie A","Dodô","BRA","DF",80,89,68,93,80,71,75,70,90,81,65,89,89,87,81,85,96
"924","Fiorentina","Serie A","Alfred Duncan","GHA","MF",48,71,78,76,73,71,75,70,90,81,86,80,89,96,95,85,96
"925","Fiorentina","Serie A","Pierluigi Gollini","ITA","GK",23,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"926","Fiorentina","Serie A","Nicolás González","ARG","FW,MF",56,87,92,84,59,89,94,99,90,71,65,72,89,87,95,85,96
"927","Fiorentina","Serie A","Igor","BRA","DF",76,53,27,57,59,79,44,51,90,51,38,59,89,87,81,85,96
"928","Fiorentina","Serie A","Jonathan Ikone","FRA","FW",73,89,76,90,59,98,64,88,69,97,94,96,89,99,81,99,96
"929","Fiorentina","Serie A","Luka Jović","SRB","FW,MF",62,80,74,78,59,92,97,81,69,77,68,80,89,96,81,85,96
"930","Fiorentina","Serie A","Christian Kouamé","CIV","FW",70,93,91,95,59,89,92,96,69,91,84,92,89,96,95,85,96
"931","Fiorentina","Serie A","Youssef Maleh","ITA","MF",24,34,58,39,59,55,44,51,69,36,36,41,89,87,81,85,96
"932","Fiorentina","Serie A","Rolando Mandragora","ITA","MF",73,94,91,93,97,55,94,81,90,91,82,89,96,87,95,97,96
"933","Fiorentina","Serie A","Lucas Martínez Quarta","ARG","DF",77,61,33,60,80,55,88,51,90,63,47,72,89,87,81,85,96
"934","Fiorentina","Serie A","Nikola Milenković","SRB","DF",78,60,31,64,59,55,83,51,69,63,45,72,89,87,81,85,96
"935","Fiorentina","Serie A","Luca Ranieri","ITA","DF",28,23,23,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"936","Fiorentina","Serie A","Riccardo Saponara","ITA","FW",53,80,87,81,59,89,92,88,90,77,75,80,89,87,95,85,96
"937","Fiorentina","Serie A","Salvatore Sirigu","ITA","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"938","Fiorentina","Serie A","Riccardo Sottil","ITA","FW",42,74,93,77,59,79,88,88,69,63,67,72,89,87,81,85,96
"939","Fiorentina","Serie A","Pietro Terracciano","ITA","GK",89,26,12,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"940","Fiorentina","Serie A","Aleksa Terzić","SRB","DF",42,76,93,76,90,89,64,51,69,77,86,72,96,87,95,85,96
"941","Fiorentina","Serie A","Lorenzo Venuti","ITA","DF",44,60,65,55,90,79,64,51,69,63,65,59,96,87,81,85,96
"942","Fiorentina","Serie A","Szymon Żurkowski","POL","MF",9,20,97,23,59,55,44,51,69,51,100,59,89,87,81,85,96
"943","Freiburg","Bundesliga","Ritsu Doan","JPN","MF,FW",85,91,71,88,73,98,92,99,97,94,82,92,89,96,81,100,96
"944","Freiburg","Bundesliga","Maximilian Eggestein","GER","MF",86,82,50,87,59,71,64,88,90,81,62,85,89,87,81,97,96
"945","Freiburg","Bundesliga","Kimberly Ezekwem","GER","DF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"946","Freiburg","Bundesliga","Mark Flekken","NED","GK",97,40,15,37,86,55,44,51,69,51,37,41,96,87,81,85,96
"947","Freiburg","Bundesliga","Matthias Ginter","GER","DF",97,67,30,72,59,55,88,70,69,63,42,72,89,87,81,85,96
"948","Freiburg","Bundesliga","Michael Gregoritsch","AUT","FW",78,90,73,90,73,79,99,94,69,94,86,94,89,87,99,97,96
"949","Freiburg","Bundesliga","Vincenzo Grifo","ITA","MF,FW",85,99,95,99,99,85,97,70,99,99,93,89,100,87,99,97,96
"950","Freiburg","Bundesliga","Manuel Gulde","GER","DF",36,32,27,30,59,55,44,51,97,51,55,59,89,87,81,85,96
"951","Freiburg","Bundesliga","Christian Günter","GER","DF,MF",92,97,82,94,99,89,83,70,69,91,71,92,98,87,81,85,96
"952","Freiburg","Bundesliga","Nicolas Höfler","GER","MF",93,74,36,77,80,55,83,81,97,93,74,92,89,87,99,97,96
"953","Freiburg","Bundesliga","Lucas Höler","GER","FW,MF",62,76,66,72,59,79,94,96,69,71,62,80,89,87,81,85,96
"954","Freiburg","Bundesliga","Yannik Keitel","GER","MF",37,42,41,47,59,55,44,51,69,71,84,80,89,87,81,85,96
"955","Freiburg","Bundesliga","Lukas Kübler","GER","DF",65,52,31,51,86,55,44,70,69,51,40,59,89,87,81,85,96
"956","Freiburg","Bundesliga","Daniel Kyereh","GHA","MF,FW",33,40,44,43,59,55,44,70,69,51,59,59,89,87,81,85,96
"957","Freiburg","Bundesliga","Philipp Lienhart","AUT","DF",87,55,25,57,59,71,83,51,69,63,43,72,89,87,81,85,96
"958","Freiburg","Bundesliga","Nils Petersen","GER","FW",24,29,44,27,59,55,75,51,69,36,36,41,89,87,81,85,96
"959","Freiburg","Bundesliga","Merlin Röhl","GER","MF,FW",10,20,80,23,59,55,44,51,69,51,99,59,89,87,81,85,96
"960","Freiburg","Bundesliga","Roland Sallai","HUN","MF,FW",47,73,85,67,73,89,75,98,90,81,88,80,89,96,81,97,96
"961","Freiburg","Bundesliga","Kevin Schade","GER","FW,MF",19,16,19,12,59,55,44,70,69,36,36,41,89,87,81,85,96
"962","Freiburg","Bundesliga","Keven Schlotterbeck","GER","DF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"963","Freiburg","Bundesliga","Jonathan Schmid","FRA","DF",9,20,94,18,59,71,44,51,69,36,36,41,89,87,81,85,96
"964","Freiburg","Bundesliga","Kenneth Schmidt","GER","DF",22,23,33,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"965","Freiburg","Bundesliga","Kiliann Sildillia","FRA","DF,MF",74,64,36,57,92,71,64,81,69,81,68,72,96,96,95,85,96
"966","Freiburg","Bundesliga","Hugo Siquet","BEL","DF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"967","Freiburg","Bundesliga","Robert Wagner","GER","MF",9,16,63,12,59,55,64,51,69,36,36,41,89,87,81,85,96
"968","Freiburg","Bundesliga","Noah Weißhaupt","GER","MF,DF",28,45,72,41,73,79,44,81,69,51,66,59,89,87,81,85,96
"969","Freiburg","Bundesliga","Jeong Woo-yeong","KOR","MF,FW",36,56,75,58,59,55,75,81,69,77,93,80,89,87,81,97,96
"970","Fulham","Premier League","Tosin Adarabioyo","ENG","DF",77,52,26,55,59,55,83,51,69,36,36,41,89,87,81,85,96
"971","Fulham","Premier League","Tom Cairney","SCO","MF",46,78,91,81,86,71,75,81,90,71,73,80,89,87,81,85,96
"972","Fulham","Premier League","Nathaniel Chalobah","ENG","MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"973","Fulham","Premier League","Issa Diop","FRA","DF",75,38,17,43,59,55,44,51,69,36,36,41,89,87,81,85,96
"974","Fulham","Premier League","Shane Duffy","IRL","DF,FW",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"975","Fulham","Premier League","Tyrese Francois","AUS","FW",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"976","Fulham","Premier League","Luke Harris","WAL","MF,FW",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"977","Fulham","Premier League","Daniel James","WAL","FW",35,42,43,45,59,55,44,70,69,36,36,41,89,87,81,85,96
"978","Fulham","Premier League","Neeskens Kebano","COD","FW",39,60,74,57,80,55,75,88,90,81,94,85,89,87,95,85,96
"979","Fulham","Premier League","Layvin Kurzawa","FRA","DF",16,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"980","Fulham","Premier League","Bernd Leno","GER","GK",99,20,11,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"981","Fulham","Premier League","Saša Lukić","SRB","MF",28,29,33,30,59,55,44,51,90,51,67,41,89,87,81,85,100
"982","Fulham","Premier League","Kevin Mbabu","SUI","DF,FW",17,23,51,23,59,71,44,51,69,51,95,59,89,87,81,85,96
"983","Fulham","Premier League","Aleksandar Mitrović","SRB","FW",75,84,67,71,59,97,100,96,90,94,88,80,89,96,100,99,96
"984","Fulham","Premier League","Josh Onomah","ENG","MF",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"985","Fulham","Premier League","João Palhinha","POR","MF",97,66,28,64,59,55,88,70,100,36,36,41,89,87,81,85,96
"986","Fulham","Premier League","Andreas Pereira","BRA","MF",91,98,90,93,100,79,98,96,69,97,84,89,100,87,99,85,96
"987","Fulham","Premier League","Tim Ream","USA","DF",95,60,25,67,59,55,44,51,90,36,36,41,89,87,81,85,96
"988","Fulham","Premier League","Harrison Reed","ENG","MF",94,92,63,95,80,79,83,88,69,89,67,92,89,96,81,85,96
"989","Fulham","Premier League","Bobby Reid","JAM","FW,DF",86,84,54,81,73,85,92,97,97,71,50,59,89,87,95,85,100
